"nome_mesoreg";"DIMENSAO";"bs_mean";"nMun";"nExec";"munAmostrados"
"Grupo 1";"0 a 1 ";41,1271428571429;7;1;"1502806,1503101,1507904,1505304,1501451,1504901,1505908"
"Grupo 1";"Mortes/1.000 habitantes ";56,76;7;1;"1502806,1503101,1507904,1505304,1501451,1504901,1505908"
"Grupo 1";"Valor (R$ mil)";51,59;7;1;"1502806,1503101,1507904,1505304,1501451,1504901,1505908"
"Grupo 2";"%";48,7963636363636;9;1;"1504000,1501204,1507607,1500107,1507953,1503200,1508209,1502301,1506500"
"Grupo 2";"% ";42,9488888888889;9;1;"1504000,1501204,1507607,1500107,1507953,1503200,1508209,1502301,1506500"
"Grupo 2";"% da população emdomicílios";69,8066666666667;9;1;"1504000,1501204,1507607,1500107,1507953,1503200,1508209,1502301,1506500"
"Grupo 2";"% da população emdomicílios ";29,5194444444444;9;1;"1504000,1501204,1507607,1500107,1507953,1503200,1508209,1502301,1506500"
"Grupo 2";"0 a 1 ";42,9140740740741;9;1;"1504000,1501204,1507607,1500107,1507953,1503200,1508209,1502301,1506500"
"Grupo 2";"Mortes/1.000 habitantes ";56,0977777777778;9;1;"1504000,1501204,1507607,1500107,1507953,1503200,1508209,1502301,1506500"
"Grupo 2";"Valor (R$ mil)";54,2888888888889;9;1;"1504000,1501204,1507607,1500107,1507953,1503200,1508209,1502301,1506500"
"Grupo 3";"%";46,4744444444444;9;1;"1500347,1507151,1503705,1508126,1505551,1508357,1507300,1506161,1505486"
"Grupo 3";"% ";38,4677777777778;9;1;"1500347,1507151,1503705,1508126,1505551,1508357,1507300,1506161,1505486"
"Grupo 3";"% da população emdomicílios";47,8588888888889;9;1;"1500347,1507151,1503705,1508126,1505551,1508357,1507300,1506161,1505486"
"Grupo 3";"% da população emdomicílios ";33,9822222222222;9;1;"1500347,1507151,1503705,1508126,1505551,1508357,1507300,1506161,1505486"
"Grupo 3";"0 a 1 ";41,2966666666667;9;1;"1500347,1507151,1503705,1508126,1505551,1508357,1507300,1506161,1505486"
"Grupo 3";"Mortes/1.000 habitantes ";56,4;9;1;"1500347,1507151,1503705,1508126,1505551,1508357,1507300,1506161,1505486"
"Grupo 3";"Valor (R$ mil)";65,3788888888889;9;1;"1500347,1507151,1503705,1508126,1505551,1508357,1507300,1506161,1505486"
"Grupo 1";"%";43,3716161616162;9;1;"1506807,1504901,1502806,1503101,1502855,1502509,1506401,1507979,1505700"
"Grupo 1";"% ";53,2366666666667;9;1;"1506807,1504901,1502806,1503101,1502855,1502509,1506401,1507979,1505700"
"Grupo 1";"% da população emdomicílios";48,4055555555556;9;1;"1506807,1504901,1502806,1503101,1502855,1502509,1506401,1507979,1505700"
"Grupo 1";"% da população emdomicílios ";18,5711111111111;9;1;"1506807,1504901,1502806,1503101,1502855,1502509,1506401,1507979,1505700"
"Grupo 1";"0 a 1 ";40,6174074074074;9;1;"1506807,1504901,1502806,1503101,1502855,1502509,1506401,1507979,1505700"
"Grupo 1";"Mortes/1.000 habitantes ";57,37;9;1;"1506807,1504901,1502806,1503101,1502855,1502509,1506401,1507979,1505700"
"Grupo 1";"Valor (R$ mil)";48,8677777777778;9;1;"1506807,1504901,1502806,1503101,1502855,1502509,1506401,1507979,1505700"
"Grupo 2";"%";61,2684848484848;3;2;"1501501,1505403,1502400"
"Grupo 2";"% ";42,9966666666667;3;2;"1501501,1505403,1502400"
"Grupo 2";"% da população emdomicílios";80,1333333333333;3;2;"1501501,1505403,1502400"
"Grupo 2";"% da população emdomicílios ";44,7616666666667;3;2;"1501501,1505403,1502400"
"Grupo 2";"0 a 1 ";43,37;3;2;"1501501,1505403,1502400"
"Grupo 2";"Mortes/1.000 habitantes ";57,84;3;2;"1501501,1505403,1502400"
"Grupo 2";"Valor (R$ mil)";65,9266666666667;3;2;"1501501,1505403,1502400"
"Grupo 3";"%";48,1309090909091;3;2;"1508050,1507508,1505536"
"Grupo 3";"% ";50,0983333333333;3;2;"1508050,1507508,1505536"
"Grupo 3";"% da população emdomicílios";51,4433333333333;3;2;"1508050,1507508,1505536"
"Grupo 3";"% da população emdomicílios ";33,455;3;2;"1508050,1507508,1505536"
"Grupo 3";"0 a 1 ";47,0755555555556;3;2;"1508050,1507508,1505536"
"Grupo 3";"Mortes/1.000 habitantes ";57,06;3;2;"1508050,1507508,1505536"
"Grupo 3";"Valor (R$ mil)";65,77;3;2;"1508050,1507508,1505536"
"Grupo 1";"%";41,5821212121212;3;2;"1506401,1505106,1500305"
"Grupo 1";"% ";53,2666666666667;3;2;"1506401,1505106,1500305"
"Grupo 1";"% da população emdomicílios";52,8466666666667;3;2;"1506401,1505106,1500305"
"Grupo 1";"% da população emdomicílios ";17,3033333333333;3;2;"1506401,1505106,1500305"
"Grupo 1";"0 a 1 ";41,7033333333333;3;2;"1506401,1505106,1500305"
"Grupo 1";"Mortes/1.000 habitantes ";56,3166666666667;3;2;"1506401,1505106,1500305"
"Grupo 1";"Valor (R$ mil)";47,3266666666667;3;2;"1506401,1505106,1500305"
"Grupo 2";"%";52,4261818181818;5;2;"1504422,1500958,1501303,1505007,1502103"
"Grupo 2";"% ";45,767;5;2;"1504422,1500958,1501303,1505007,1502103"
"Grupo 2";"% da população emdomicílios";67,676;5;2;"1504422,1500958,1501303,1505007,1502103"
"Grupo 2";"% da população emdomicílios ";32,176;5;2;"1504422,1500958,1501303,1505007,1502103"
"Grupo 2";"0 a 1 ";47,2233333333333;5;2;"1504422,1500958,1501303,1505007,1502103"
"Grupo 2";"Mortes/1.000 habitantes ";57,888;5;2;"1504422,1500958,1501303,1505007,1502103"
"Grupo 2";"Valor (R$ mil)";56,194;5;2;"1504422,1500958,1501303,1505007,1502103"
"Grupo 3";"%";42,2454545454545;5;2;"1506195,1501253,1500347,1501006,1500602"
"Grupo 3";"% ";47,649;5;2;"1506195,1501253,1500347,1501006,1500602"
"Grupo 3";"% da população emdomicílios";49,6;5;2;"1506195,1501253,1500347,1501006,1500602"
"Grupo 3";"% da população emdomicílios ";32,535;5;2;"1506195,1501253,1500347,1501006,1500602"
"Grupo 3";"0 a 1 ";45,444;5;2;"1506195,1501253,1500347,1501006,1500602"
"Grupo 3";"Mortes/1.000 habitantes ";58,064;5;2;"1506195,1501253,1500347,1501006,1500602"
"Grupo 3";"Valor (R$ mil)";57,37;5;2;"1506195,1501253,1500347,1501006,1500602"
"Grupo 1";"%";39,4534545454545;5;2;"1507904,1500404,1502509,1505908,1505809"
"Grupo 1";"% ";51,404;5;2;"1507904,1500404,1502509,1505908,1505809"
"Grupo 1";"% da população emdomicílios";40,6;5;2;"1507904,1500404,1502509,1505908,1505809"
"Grupo 1";"% da população emdomicílios ";19,193;5;2;"1507904,1500404,1502509,1505908,1505809"
"Grupo 1";"0 a 1 ";39,49;5;2;"1507904,1500404,1502509,1505908,1505809"
"Grupo 1";"Mortes/1.000 habitantes ";56,404;5;2;"1507904,1500404,1502509,1505908,1505809"
"Grupo 1";"Valor (R$ mil)";47,68;5;2;"1507904,1500404,1502509,1505908,1505809"
"Grupo 2";"%";50,488961038961;7;2;"1504406,1507607,1506203,1508001,1502103,1503200,1503077"
"Grupo 2";"% ";44,2314285714286;7;2;"1504406,1507607,1506203,1508001,1502103,1503200,1503077"
"Grupo 2";"% da população emdomicílios";53,3171428571429;7;2;"1504406,1507607,1506203,1508001,1502103,1503200,1503077"
"Grupo 2";"% da população emdomicílios ";29,7371428571429;7;2;"1504406,1507607,1506203,1508001,1502103,1503200,1503077"
"Grupo 2";"0 a 1 ";40,5395238095238;7;2;"1504406,1507607,1506203,1508001,1502103,1503200,1503077"
"Grupo 2";"Mortes/1.000 habitantes ";56,02;7;2;"1504406,1507607,1506203,1508001,1502103,1503200,1503077"
"Grupo 2";"Valor (R$ mil)";54,36;7;2;"1504406,1507607,1506203,1508001,1502103,1503200,1503077"
"Grupo 3";"%";49,2223376623377;7;2;"1507805,1503093,1508100,1507300,1502764,1507755,1503606"
"Grupo 3";"% ";44,3007142857143;7;2;"1507805,1503093,1508100,1507300,1502764,1507755,1503606"
"Grupo 3";"% da população emdomicílios";65,76;7;2;"1507805,1503093,1508100,1507300,1502764,1507755,1503606"
"Grupo 3";"% da população emdomicílios ";35,4492857142857;7;2;"1507805,1503093,1508100,1507300,1502764,1507755,1503606"
"Grupo 3";"0 a 1 ";43,9680952380952;7;2;"1507805,1503093,1508100,1507300,1502764,1507755,1503606"
"Grupo 3";"Mortes/1.000 habitantes ";58,4328571428571;7;2;"1507805,1503093,1508100,1507300,1502764,1507755,1503606"
"Grupo 3";"Valor (R$ mil)";67,4457142857143;7;2;"1507805,1503093,1508100,1507300,1502764,1507755,1503606"
"Grupo 1";"%";39,1763636363636;7;2;"1505908,1507979,1504505,1505700,1501105,1500305,1500701"
"Grupo 1";"% ";49,5071428571429;7;2;"1505908,1507979,1504505,1505700,1501105,1500305,1500701"
"Grupo 1";"% da população emdomicílios";53,3714285714286;7;2;"1505908,1507979,1504505,1505700,1501105,1500305,1500701"
"Grupo 1";"% da população emdomicílios ";12,7192857142857;7;2;"1505908,1507979,1504505,1505700,1501105,1500305,1500701"
"Grupo 1";"0 a 1 ";39,3966666666667;7;2;"1505908,1507979,1504505,1505700,1501105,1500305,1500701"
"Grupo 1";"Mortes/1.000 habitantes ";56,8042857142857;7;2;"1505908,1507979,1504505,1505700,1501105,1500305,1500701"
"Grupo 1";"Valor (R$ mil)";50,8214285714286;7;2;"1505908,1507979,1504505,1505700,1501105,1500305,1500701"
"Grupo 2";"%";47,8390909090909;9;2;"1504950,1501907,1505403,1506906,1502202,1507003,1502608,1504422,1502103"
"Grupo 2";"% ";43,4744444444444;9;2;"1504950,1501907,1505403,1506906,1502202,1507003,1502608,1504422,1502103"
"Grupo 2";"% da população emdomicílios";59,7511111111111;9;2;"1504950,1501907,1505403,1506906,1502202,1507003,1502608,1504422,1502103"
"Grupo 2";"% da população emdomicílios ";32,6894444444444;9;2;"1504950,1501907,1505403,1506906,1502202,1507003,1502608,1504422,1502103"
"Grupo 2";"0 a 1 ";42,4566666666667;9;2;"1504950,1501907,1505403,1506906,1502202,1507003,1502608,1504422,1502103"
"Grupo 2";"Mortes/1.000 habitantes ";55,9622222222222;9;2;"1504950,1501907,1505403,1506906,1502202,1507003,1502608,1504422,1502103"
"Grupo 2";"Valor (R$ mil)";52,1988888888889;9;2;"1504950,1501907,1505403,1506906,1502202,1507003,1502608,1504422,1502103"
"Grupo 3";"%";53,389898989899;9;2;"1500602,1505031,1501758,1501725,1508126,1502764,1505536,1502772,1507755"
"Grupo 3";"% ";43,1538888888889;9;2;"1500602,1505031,1501758,1501725,1508126,1502764,1505536,1502772,1507755"
"Grupo 3";"% da população emdomicílios";58,8377777777778;9;2;"1500602,1505031,1501758,1501725,1508126,1502764,1505536,1502772,1507755"
"Grupo 3";"% da população emdomicílios ";38,3083333333333;9;2;"1500602,1505031,1501758,1501725,1508126,1502764,1505536,1502772,1507755"
"Grupo 3";"0 a 1 ";38,5311111111111;9;2;"1500602,1505031,1501758,1501725,1508126,1502764,1505536,1502772,1507755"
"Grupo 3";"Mortes/1.000 habitantes ";60,5755555555556;9;2;"1500602,1505031,1501758,1501725,1508126,1502764,1505536,1502772,1507755"
"Grupo 3";"Valor (R$ mil)";73,6011111111111;9;2;"1500602,1505031,1501758,1501725,1508126,1502764,1505536,1502772,1507755"
"Grupo 1";"%";40,0666666666667;9;2;"1505908,1500404,1505106,1505304,1504802,1500305,1506005,1504901,1502855"
"Grupo 1";"% ";52,58;9;2;"1505908,1500404,1505106,1505304,1504802,1500305,1506005,1504901,1502855"
"Grupo 1";"% da população emdomicílios";38,3277777777778;9;2;"1505908,1500404,1505106,1505304,1504802,1500305,1506005,1504901,1502855"
"Grupo 1";"% da população emdomicílios ";15,6727777777778;9;2;"1505908,1500404,1505106,1505304,1504802,1500305,1506005,1504901,1502855"
"Grupo 1";"0 a 1 ";35,3833333333333;9;2;"1505908,1500404,1505106,1505304,1504802,1500305,1506005,1504901,1502855"
"Grupo 1";"Mortes/1.000 habitantes ";56,8533333333333;9;2;"1505908,1500404,1505106,1505304,1504802,1500305,1506005,1504901,1502855"
"Grupo 1";"Valor (R$ mil)";49,6455555555556;9;2;"1505908,1500404,1505106,1505304,1504802,1500305,1506005,1504901,1502855"
"Grupo 2";"%";49,8851515151515;3;3;"1507466,1506609,1506559"
"Grupo 2";"% ";34,7433333333333;3;3;"1507466,1506609,1506559"
"Grupo 2";"% da população emdomicílios";83,8266666666667;3;3;"1507466,1506609,1506559"
"Grupo 2";"% da população emdomicílios ";34,7616666666667;3;3;"1507466,1506609,1506559"
"Grupo 2";"0 a 1 ";40,8144444444444;3;3;"1507466,1506609,1506559"
"Grupo 2";"Mortes/1.000 habitantes ";54,14;3;3;"1507466,1506609,1506559"
"Grupo 2";"Valor (R$ mil)";49,29;3;3;"1507466,1506609,1506559"
"Grupo 3";"%";47,7493939393939;3;3;"1506161,1506583,1508050"
"Grupo 3";"% ";38,1716666666667;3;3;"1506161,1506583,1508050"
"Grupo 3";"% da população emdomicílios";51,3866666666667;3;3;"1506161,1506583,1508050"
"Grupo 3";"% da população emdomicílios ";33,515;3;3;"1506161,1506583,1508050"
"Grupo 3";"0 a 1 ";46,5933333333333;3;3;"1506161,1506583,1508050"
"Grupo 3";"Mortes/1.000 habitantes ";58,2466666666667;3;3;"1506161,1506583,1508050"
"Grupo 3";"Valor (R$ mil)";64,0533333333333;3;3;"1506161,1506583,1508050"
"Grupo 1";"%";45,5821212121212;3;3;"1507904,1504802,1505106"
"Grupo 1";"% ";57,5633333333333;3;3;"1507904,1504802,1505106"
"Grupo 1";"% da população emdomicílios";42,0333333333333;3;3;"1507904,1504802,1505106"
"Grupo 1";"% da população emdomicílios ";25,6916666666667;3;3;"1507904,1504802,1505106"
"Grupo 1";"0 a 1 ";37,4822222222222;3;3;"1507904,1504802,1505106"
"Grupo 1";"Mortes/1.000 habitantes ";55,31;3;3;"1507904,1504802,1505106"
"Grupo 1";"Valor (R$ mil)";52,3866666666667;3;3;"1507904,1504802,1505106"
"Grupo 2";"%";52,5361818181818;5;3;"1507409,1501402,1506112,1500958,1507953"
"Grupo 2";"% ";41,28;5;3;"1507409,1501402,1506112,1500958,1507953"
"Grupo 2";"% da população emdomicílios";70,636;5;3;"1507409,1501402,1506112,1500958,1507953"
"Grupo 2";"% da população emdomicílios ";41,075;5;3;"1507409,1501402,1506112,1500958,1507953"
"Grupo 2";"0 a 1 ";43,2226666666667;5;3;"1507409,1501402,1506112,1500958,1507953"
"Grupo 2";"Mortes/1.000 habitantes ";57,902;5;3;"1507409,1501402,1506112,1500958,1507953"
"Grupo 2";"Valor (R$ mil)";61,368;5;3;"1507409,1501402,1506112,1500958,1507953"
"Grupo 3";"%";48,2056363636364;5;3;"1501253,1508126,1507151,1504976,1503044"
"Grupo 3";"% ";30,676;5;3;"1501253,1508126,1507151,1504976,1503044"
"Grupo 3";"% da população emdomicílios";48,098;5;3;"1501253,1508126,1507151,1504976,1503044"
"Grupo 3";"% da população emdomicílios ";32,88;5;3;"1501253,1508126,1507151,1504976,1503044"
"Grupo 3";"0 a 1 ";32,868;5;3;"1501253,1508126,1507151,1504976,1503044"
"Grupo 3";"Mortes/1.000 habitantes ";56,19;5;3;"1501253,1508126,1507151,1504976,1503044"
"Grupo 3";"Valor (R$ mil)";69,354;5;3;"1501253,1508126,1507151,1504976,1503044"
"Grupo 1";"%";40,0690909090909;5;3;"1504802,1500701,1502509,1505908,1505304"
"Grupo 1";"% ";51,818;5;3;"1504802,1500701,1502509,1505908,1505304"
"Grupo 1";"% da população emdomicílios";36,304;5;3;"1504802,1500701,1502509,1505908,1505304"
"Grupo 1";"% da população emdomicílios ";12,635;5;3;"1504802,1500701,1502509,1505908,1505304"
"Grupo 1";"0 a 1 ";35,89;5;3;"1504802,1500701,1502509,1505908,1505304"
"Grupo 1";"Mortes/1.000 habitantes ";56,654;5;3;"1504802,1500701,1502509,1505908,1505304"
"Grupo 1";"Valor (R$ mil)";50,276;5;3;"1504802,1500701,1502509,1505908,1505304"
"Grupo 2";"%";51,0707792207792;7;3;"1506203,1503457,1503309,1505007,1503507,1506559,1501501"
"Grupo 2";"% ";40,285;7;3;"1506203,1503457,1503309,1505007,1503507,1506559,1501501"
"Grupo 2";"% da população emdomicílios";65,7971428571429;7;3;"1506203,1503457,1503309,1505007,1503507,1506559,1501501"
"Grupo 2";"% da população emdomicílios ";32,155;7;3;"1506203,1503457,1503309,1505007,1503507,1506559,1501501"
"Grupo 2";"0 a 1 ";46,1752380952381;7;3;"1506203,1503457,1503309,1505007,1503507,1506559,1501501"
"Grupo 2";"Mortes/1.000 habitantes ";56,5485714285714;7;3;"1506203,1503457,1503309,1505007,1503507,1506559,1501501"
"Grupo 2";"Valor (R$ mil)";53,1928571428571;7;3;"1506203,1503457,1503309,1505007,1503507,1506559,1501501"
"Grupo 3";"%";45,6542857142857;7;3;"1503804,1503705,1500859,1502954,1501725,1505064,1500602"
"Grupo 3";"% ";39,5335714285714;7;3;"1503804,1503705,1500859,1502954,1501725,1505064,1500602"
"Grupo 3";"% da população emdomicílios";49,1285714285714;7;3;"1503804,1503705,1500859,1502954,1501725,1505064,1500602"
"Grupo 3";"% da população emdomicílios ";31,9021428571429;7;3;"1503804,1503705,1500859,1502954,1501725,1505064,1500602"
"Grupo 3";"0 a 1 ";38,8252380952381;7;3;"1503804,1503705,1500859,1502954,1501725,1505064,1500602"
"Grupo 3";"Mortes/1.000 habitantes ";57,0971428571429;7;3;"1503804,1503705,1500859,1502954,1501725,1505064,1500602"
"Grupo 3";"Valor (R$ mil)";62,7028571428571;7;3;"1503804,1503705,1500859,1502954,1501725,1505064,1500602"
"Grupo 1";"%";46,1301298701299;7;3;"1500701,1504802,1500503,1505809,1505700,1506807,1503903"
"Grupo 1";"% ";56,6271428571429;7;3;"1500701,1504802,1500503,1505809,1505700,1506807,1503903"
"Grupo 1";"% da população emdomicílios";58,4114285714286;7;3;"1500701,1504802,1500503,1505809,1505700,1506807,1503903"
"Grupo 1";"% da população emdomicílios ";18,3671428571429;7;3;"1500701,1504802,1500503,1505809,1505700,1506807,1503903"
"Grupo 1";"0 a 1 ";33,7466666666667;7;3;"1500701,1504802,1500503,1505809,1505700,1506807,1503903"
"Grupo 1";"Mortes/1.000 habitantes ";57,8385714285714;7;3;"1500701,1504802,1500503,1505809,1505700,1506807,1503903"
"Grupo 1";"Valor (R$ mil)";58,47;7;3;"1500701,1504802,1500503,1505809,1505700,1506807,1503903"
"Grupo 2";"%";49,3778787878788;9;3;"1500206,1507953,1503309,1506203,1506609,1507466,1505403,1506104,1502103"
"Grupo 2";"% ";45,7272222222222;9;3;"1500206,1507953,1503309,1506203,1506609,1507466,1505403,1506104,1502103"
"Grupo 2";"% da população emdomicílios";64,7222222222222;9;3;"1500206,1507953,1503309,1506203,1506609,1507466,1505403,1506104,1502103"
"Grupo 2";"% da população emdomicílios ";31,0611111111111;9;3;"1500206,1507953,1503309,1506203,1506609,1507466,1505403,1506104,1502103"
"Grupo 2";"0 a 1 ";40,2422222222222;9;3;"1500206,1507953,1503309,1506203,1506609,1507466,1505403,1506104,1502103"
"Grupo 2";"Mortes/1.000 habitantes ";55,8466666666667;9;3;"1500206,1507953,1503309,1506203,1506609,1507466,1505403,1506104,1502103"
"Grupo 2";"Valor (R$ mil)";52,5111111111111;9;3;"1500206,1507953,1503309,1506203,1506609,1507466,1505403,1506104,1502103"
"Grupo 3";"%";47,8757575757576;9;3;"1503754,1508126,1505551,1505031,1503044,1505486,1507300,1508159,1502152"
"Grupo 3";"% ";47,1972222222222;9;3;"1503754,1508126,1505551,1505031,1503044,1505486,1507300,1508159,1502152"
"Grupo 3";"% da população emdomicílios";49,5177777777778;9;3;"1503754,1508126,1505551,1505031,1503044,1505486,1507300,1508159,1502152"
"Grupo 3";"% da população emdomicílios ";30,3622222222222;9;3;"1503754,1508126,1505551,1505031,1503044,1505486,1507300,1508159,1502152"
"Grupo 3";"0 a 1 ";38,0459259259259;9;3;"1503754,1508126,1505551,1505031,1503044,1505486,1507300,1508159,1502152"
"Grupo 3";"Mortes/1.000 habitantes ";58,7066666666667;9;3;"1503754,1508126,1505551,1505031,1503044,1505486,1507300,1508159,1502152"
"Grupo 3";"Valor (R$ mil)";70,7411111111111;9;3;"1503754,1508126,1505551,1505031,1503044,1505486,1507300,1508159,1502152"
"Grupo 1";"%";41,4341414141414;9;3;"1503101,1505650,1501105,1506302,1500305,1506807,1504505,1504802,1500701"
"Grupo 1";"% ";52,9188888888889;9;3;"1503101,1505650,1501105,1506302,1500305,1506807,1504505,1504802,1500701"
"Grupo 1";"% da população emdomicílios";54,2822222222222;9;3;"1503101,1505650,1501105,1506302,1500305,1506807,1504505,1504802,1500701"
"Grupo 1";"% da população emdomicílios ";18,0494444444444;9;3;"1503101,1505650,1501105,1506302,1500305,1506807,1504505,1504802,1500701"
"Grupo 1";"0 a 1 ";41,4448148148148;9;3;"1503101,1505650,1501105,1506302,1500305,1506807,1504505,1504802,1500701"
"Grupo 1";"Mortes/1.000 habitantes ";57,6622222222222;9;3;"1503101,1505650,1501105,1506302,1500305,1506807,1504505,1504802,1500701"
"Grupo 1";"Valor (R$ mil)";51,1533333333333;9;3;"1503101,1505650,1501105,1506302,1500305,1506807,1504505,1504802,1500701"
"Grupo 2";"%";39,7106060606061;3;4;"1504000,1502301,1502608"
"Grupo 2";"% ";35,9983333333333;3;4;"1504000,1502301,1502608"
"Grupo 2";"% da população emdomicílios";78,4733333333333;3;4;"1504000,1502301,1502608"
"Grupo 2";"% da população emdomicílios ";25,4166666666667;3;4;"1504000,1502301,1502608"
"Grupo 2";"0 a 1 ";35,5566666666667;3;4;"1504000,1502301,1502608"
