"nome_mesoreg";"DIMENSAO";"bs_mean";"nMun";"nExec";"munAmostrados"
"Metropolitana de Belém";"Mortes/1.000 habitantes ";60,2533333333333;3;1;"1506351,1501501,1502400"
"Metropolitana de Belém";"Valor (R$ mil)";64,9866666666667;3;1;"1506351,1501501,1502400"
"Nordeste Paraense";"%";47,4330909090909;5;1;"1506609,1503457,1501600,1506104,1508035"
"Nordeste Paraense";"% ";33,812;5;1;"1506609,1503457,1501600,1506104,1508035"
"Nordeste Paraense";"% da população emdomicílios";51,916;5;1;"1506609,1503457,1501600,1506104,1508035"
"Nordeste Paraense";"% da população emdomicílios ";30,996;5;1;"1506609,1503457,1501600,1506104,1508035"
"Nordeste Paraense";"0 a 1 ";40,8133333333333;5;1;"1506609,1503457,1501600,1506104,1508035"
"Nordeste Paraense";"Mortes/1.000 habitantes ";56,284;5;1;"1506609,1503457,1501600,1506104,1508035"
"Nordeste Paraense";"Valor (R$ mil)";49,378;5;1;"1506609,1503457,1501600,1506104,1508035"
"Sudeste Paraense";"%";51,2849090909091;5;1;"1503044,1502772,1503093,1504976,1503804"
"Sudeste Paraense";"% ";29,278;5;1;"1503044,1502772,1503093,1504976,1503804"
"Sudeste Paraense";"% da população emdomicílios";43,73;5;1;"1503044,1502772,1503093,1504976,1503804"
"Sudeste Paraense";"% da população emdomicílios ";28,033;5;1;"1503044,1502772,1503093,1504976,1503804"
"Sudeste Paraense";"0 a 1 ";41,3326666666667;5;1;"1503044,1502772,1503093,1504976,1503804"
"Sudeste Paraense";"Mortes/1.000 habitantes ";57,014;5;1;"1503044,1502772,1503093,1504976,1503804"
"Sudeste Paraense";"Valor (R$ mil)";63,776;5;1;"1503044,1502772,1503093,1504976,1503804"
"Marajó";"%";43,2794545454545;5;1;"1502509,1505809,1506302,1504901,1500701"
"Marajó";"% ";51,072;5;1;"1502509,1505809,1506302,1504901,1500701"
"Marajó";"% da população emdomicílios";45,056;5;1;"1502509,1505809,1506302,1504901,1500701"
"Marajó";"% da população emdomicílios ";17,72;5;1;"1502509,1505809,1506302,1504901,1500701"
"Marajó";"0 a 1 ";39,1333333333333;5;1;"1502509,1505809,1506302,1504901,1500701"
"Marajó";"Mortes/1.000 habitantes ";57,204;5;1;"1502509,1505809,1506302,1504901,1500701"
"Marajó";"Valor (R$ mil)";48,632;5;1;"1502509,1505809,1506302,1504901,1500701"
"Baixo Amazonas";"%";39,232;5;1;"1507979,1505650,1502855,1506005,1500404"
"Baixo Amazonas";"% ";51,65;5;1;"1507979,1505650,1502855,1506005,1500404"
"Baixo Amazonas";"% da população emdomicílios";38,998;5;1;"1507979,1505650,1502855,1506005,1500404"
"Baixo Amazonas";"% da população emdomicílios ";22,278;5;1;"1507979,1505650,1502855,1506005,1500404"
"Baixo Amazonas";"0 a 1 ";34,4006666666667;5;1;"1507979,1505650,1502855,1506005,1500404"
"Baixo Amazonas";"Mortes/1.000 habitantes ";57,006;5;1;"1507979,1505650,1502855,1506005,1500404"
"Baixo Amazonas";"Valor (R$ mil)";49,85;5;1;"1507979,1505650,1502855,1506005,1500404"
"Sudoeste Paraense";"%";48,0156363636364;5;1;"1501725,1508050,1508159,1505031,1500602"
"Sudoeste Paraense";"% ";54,609;5;1;"1501725,1508050,1508159,1505031,1500602"
"Sudoeste Paraense";"% da população emdomicílios";62,148;5;1;"1501725,1508050,1508159,1505031,1500602"
"Sudoeste Paraense";"% da população emdomicílios ";33,801;5;1;"1501725,1508050,1508159,1505031,1500602"
"Sudoeste Paraense";"0 a 1 ";40,1773333333333;5;1;"1501725,1508050,1508159,1505031,1500602"
"Sudoeste Paraense";"Mortes/1.000 habitantes ";61,764;5;1;"1501725,1508050,1508159,1505031,1500602"
"Sudoeste Paraense";"Valor (R$ mil)";70,352;5;1;"1501725,1508050,1508159,1505031,1500602"
"Metropolitana de Belém";"%";57,562;5;1;"1506500,1504422,1506351,1501907,1502400"
"Metropolitana de Belém";"% ";52,293;5;1;"1506500,1504422,1506351,1501907,1502400"
"Metropolitana de Belém";"% da população emdomicílios";66,104;5;1;"1506500,1504422,1506351,1501907,1502400"
"Metropolitana de Belém";"% da população emdomicílios ";39,249;5;1;"1506500,1504422,1506351,1501907,1502400"
"Metropolitana de Belém";"0 a 1 ";52,5333333333333;5;1;"1506500,1504422,1506351,1501907,1502400"
"Metropolitana de Belém";"Mortes/1.000 habitantes ";59,506;5;1;"1506500,1504422,1506351,1501907,1502400"
"Metropolitana de Belém";"Valor (R$ mil)";60,144;5;1;"1506500,1504422,1506351,1501907,1502400"
"Nordeste Paraense";"%";50,3042857142857;7;1;"1507409,1505601,1504307,1508209,1507474,1502301,1502202"
"Nordeste Paraense";"% ";38,2378571428571;7;1;"1507409,1505601,1504307,1508209,1507474,1502301,1502202"
"Nordeste Paraense";"% da população emdomicílios";63,3257142857143;7;1;"1507409,1505601,1504307,1508209,1507474,1502301,1502202"
"Nordeste Paraense";"% da população emdomicílios ";34,9485714285714;7;1;"1507409,1505601,1504307,1508209,1507474,1502301,1502202"
"Nordeste Paraense";"0 a 1 ";42,0485714285714;7;1;"1507409,1505601,1504307,1508209,1507474,1502301,1502202"
"Nordeste Paraense";"Mortes/1.000 habitantes ";56,0271428571429;7;1;"1507409,1505601,1504307,1508209,1507474,1502301,1502202"
"Nordeste Paraense";"Valor (R$ mil)";52,2028571428571;7;1;"1507409,1505601,1504307,1508209,1507474,1502301,1502202"
"Sudeste Paraense";"%";46,2244155844156;7;1;"1507508,1503044,1500347,1502764,1508084,1501576,1501758"
"Sudeste Paraense";"% ";33,6628571428571;7;1;"1507508,1503044,1500347,1502764,1508084,1501576,1501758"
"Sudeste Paraense";"% da população emdomicílios";37,3828571428571;7;1;"1507508,1503044,1500347,1502764,1508084,1501576,1501758"
"Sudeste Paraense";"% da população emdomicílios ";34,2171428571429;7;1;"1507508,1503044,1500347,1502764,1508084,1501576,1501758"
"Sudeste Paraense";"0 a 1 ";45,1585714285714;7;1;"1507508,1503044,1500347,1502764,1508084,1501576,1501758"
"Sudeste Paraense";"Mortes/1.000 habitantes ";57,86;7;1;"1507508,1503044,1500347,1502764,1508084,1501576,1501758"
"Sudeste Paraense";"Valor (R$ mil)";61,73;7;1;"1507508,1503044,1500347,1502764,1508084,1501576,1501758"
"Marajó";"%";39,0564935064935;7;1;"1502806,1502509,1503101,1504901,1501808,1507706,1500701"
"Marajó";"% ";50,8678571428571;7;1;"1502806,1502509,1503101,1504901,1501808,1507706,1500701"
"Marajó";"% da população emdomicílios";57,1628571428571;7;1;"1502806,1502509,1503101,1504901,1501808,1507706,1500701"
"Marajó";"% da população emdomicílios ";8,68857142857143;7;1;"1502806,1502509,1503101,1504901,1501808,1507706,1500701"
"Marajó";"0 a 1 ";41,5557142857143;7;1;"1502806,1502509,1503101,1504901,1501808,1507706,1500701"
"Marajó";"Mortes/1.000 habitantes ";56,7371428571429;7;1;"1502806,1502509,1503101,1504901,1501808,1507706,1500701"
"Marajó";"Valor (R$ mil)";47,3685714285714;7;1;"1502806,1502509,1503101,1504901,1501808,1507706,1500701"
"Baixo Amazonas";"%";45,3694805194805;7;1;"1503903,1506807,1507979,1500503,1505304,1505650,1506005"
"Baixo Amazonas";"% ";58,655;7;1;"1503903,1506807,1507979,1500503,1505304,1505650,1506005"
"Baixo Amazonas";"% da população emdomicílios";58,8857142857143;7;1;"1503903,1506807,1507979,1500503,1505304,1505650,1506005"
"Baixo Amazonas";"% da população emdomicílios ";21,3492857142857;7;1;"1503903,1506807,1507979,1500503,1505304,1505650,1506005"
"Baixo Amazonas";"0 a 1 ";32,2547619047619;7;1;"1503903,1506807,1507979,1500503,1505304,1505650,1506005"
"Baixo Amazonas";"Mortes/1.000 habitantes ";58,0142857142857;7;1;"1503903,1506807,1507979,1500503,1505304,1505650,1506005"
"Baixo Amazonas";"Valor (R$ mil)";61,5428571428571;7;1;"1503903,1506807,1507979,1500503,1505304,1505650,1506005"
"Sudoeste Paraense";"%";41,778961038961;7;1;"1500859,1504455,1507805,1505486,1505031,1508159,1503754"
"Sudoeste Paraense";"% ";52,3157142857143;7;1;"1500859,1504455,1507805,1505486,1505031,1508159,1503754"
"Sudoeste Paraense";"% da população emdomicílios";42,81;7;1;"1500859,1504455,1507805,1505486,1505031,1508159,1503754"
"Sudoeste Paraense";"% da população emdomicílios ";26,9714285714286;7;1;"1500859,1504455,1507805,1505486,1505031,1508159,1503754"
"Sudoeste Paraense";"0 a 1 ";40,4076190476191;7;1;"1500859,1504455,1507805,1505486,1505031,1508159,1503754"
"Sudoeste Paraense";"Mortes/1.000 habitantes ";59,2257142857143;7;1;"1500859,1504455,1507805,1505486,1505031,1508159,1503754"
"Sudoeste Paraense";"Valor (R$ mil)";62,8642857142857;7;1;"1500859,1504455,1507805,1505486,1505031,1508159,1503754"
"Metropolitana de Belém";"%";55,7027272727273;7;1;"1501501,1501303,1507003,1501907,1503408,1506351,1501402"
"Metropolitana de Belém";"% ";49,5764285714286;7;1;"1501501,1501303,1507003,1501907,1503408,1506351,1501402"
"Metropolitana de Belém";"% da população emdomicílios";69,8542857142857;7;1;"1501501,1501303,1507003,1501907,1503408,1506351,1501402"
"Metropolitana de Belém";"% da população emdomicílios ";40,6771428571429;7;1;"1501501,1501303,1507003,1501907,1503408,1506351,1501402"
"Metropolitana de Belém";"0 a 1 ";46,4928571428571;7;1;"1501501,1501303,1507003,1501907,1503408,1506351,1501402"
"Metropolitana de Belém";"Mortes/1.000 habitantes ";58,4685714285714;7;1;"1501501,1501303,1507003,1501907,1503408,1506351,1501402"
"Metropolitana de Belém";"Valor (R$ mil)";62,3028571428571;7;1;"1501501,1501303,1507003,1501907,1503408,1506351,1501402"
"Nordeste Paraense";"%";45,2182828282828;9;1;"1504406,1506104,1504703,1507409,1504000,1500107,1504307,1502608,1502301"
"Nordeste Paraense";"% ";43,9044444444444;9;1;"1504406,1506104,1504703,1507409,1504000,1500107,1504307,1502608,1502301"
"Nordeste Paraense";"% da população emdomicílios";66,8733333333333;9;1;"1504406,1506104,1504703,1507409,1504000,1500107,1504307,1502608,1502301"
"Nordeste Paraense";"% da população emdomicílios ";28,8561111111111;9;1;"1504406,1506104,1504703,1507409,1504000,1500107,1504307,1502608,1502301"
"Nordeste Paraense";"0 a 1 ";36,7481481481481;9;1;"1504406,1506104,1504703,1507409,1504000,1500107,1504307,1502608,1502301"
"Nordeste Paraense";"Mortes/1.000 habitantes ";56,0811111111111;9;1;"1504406,1506104,1504703,1507409,1504000,1500107,1504307,1502608,1502301"
"Nordeste Paraense";"Valor (R$ mil)";49,3766666666667;9;1;"1504406,1506104,1504703,1507409,1504000,1500107,1504307,1502608,1502301"
"Sudeste Paraense";"%";52,959898989899;9;1;"1508084,1501576,1508407,1505635,1506161,1507508,1506138,1505502,1503093"
"Sudeste Paraense";"% ";33,3388888888889;9;1;"1508084,1501576,1508407,1505635,1506161,1507508,1506138,1505502,1503093"
"Sudeste Paraense";"% da população emdomicílios";58,8144444444444;9;1;"1508084,1501576,1508407,1505635,1506161,1507508,1506138,1505502,1503093"
"Sudeste Paraense";"% da população emdomicílios ";36,845;9;1;"1508084,1501576,1508407,1505635,1506161,1507508,1506138,1505502,1503093"
"Sudeste Paraense";"0 a 1 ";45,667037037037;9;1;"1508084,1501576,1508407,1505635,1506161,1507508,1506138,1505502,1503093"
"Sudeste Paraense";"Mortes/1.000 habitantes ";58,2911111111111;9;1;"1508084,1501576,1508407,1505635,1506161,1507508,1506138,1505502,1503093"
"Sudeste Paraense";"Valor (R$ mil)";67,8733333333333;9;1;"1508084,1501576,1508407,1505635,1506161,1507508,1506138,1505502,1503093"
"Marajó";"%";41,6990909090909;9;1;"1505700,1506302,1504901,1506401,1503101,1501105,1500701,1502509,1502806"
"Marajó";"% ";51,7344444444444;9;1;"1505700,1506302,1504901,1506401,1503101,1501105,1500701,1502509,1502806"
"Marajó";"% da população emdomicílios";42,04;9;1;"1505700,1506302,1504901,1506401,1503101,1501105,1500701,1502509,1502806"
"Marajó";"% da população emdomicílios ";16,5611111111111;9;1;"1505700,1506302,1504901,1506401,1503101,1501105,1500701,1502509,1502806"
"Marajó";"0 a 1 ";43,2962962962963;9;1;"1505700,1506302,1504901,1506401,1503101,1501105,1500701,1502509,1502806"
"Marajó";"Mortes/1.000 habitantes ";57,2144444444444;9;1;"1505700,1506302,1504901,1506401,1503101,1501105,1500701,1502509,1502806"
"Marajó";"Valor (R$ mil)";46,4622222222222;9;1;"1505700,1506302,1504901,1506401,1503101,1501105,1500701,1502509,1502806"
"Baixo Amazonas";"%";45,2170707070707;9;1;"1500503,1503903,1505304,1505106,1504802,1500404,1503002,1506807,1506005"
"Baixo Amazonas";"% ";59,2022222222222;9;1;"1500503,1503903,1505304,1505106,1504802,1500404,1503002,1506807,1506005"
"Baixo Amazonas";"% da população emdomicílios";46,3933333333333;9;1;"1500503,1503903,1505304,1505106,1504802,1500404,1503002,1506807,1506005"
"Baixo Amazonas";"% da população emdomicílios ";19,8822222222222;9;1;"1500503,1503903,1505304,1505106,1504802,1500404,1503002,1506807,1506005"
"Baixo Amazonas";"0 a 1 ";33,2603703703704;9;1;"1500503,1503903,1505304,1505106,1504802,1500404,1503002,1506807,1506005"
"Baixo Amazonas";"Mortes/1.000 habitantes ";57,4422222222222;9;1;"1500503,1503903,1505304,1505106,1504802,1500404,1503002,1506807,1506005"
"Baixo Amazonas";"Valor (R$ mil)";56,1355555555556;9;1;"1500503,1503903,1505304,1505106,1504802,1500404,1503002,1506807,1506005"
"Sudoeste Paraense";"%";43,2745454545455;9;1;"1503606,1508050,1508159,1503754,1505031,1505486,1500859,1504455,1501725"
"Sudoeste Paraense";"% ";52,2211111111111;9;1;"1503606,1508050,1508159,1503754,1505031,1505486,1500859,1504455,1501725"
"Sudoeste Paraense";"% da população emdomicílios";46,6677777777778;9;1;"1503606,1508050,1508159,1503754,1505031,1505486,1500859,1504455,1501725"
"Sudoeste Paraense";"% da população emdomicílios ";28,1855555555556;9;1;"1503606,1508050,1508159,1503754,1505031,1505486,1500859,1504455,1501725"
"Sudoeste Paraense";"0 a 1 ";38,4407407407407;9;1;"1503606,1508050,1508159,1503754,1505031,1505486,1500859,1504455,1501725"
"Sudoeste Paraense";"Mortes/1.000 habitantes ";60,1255555555556;9;1;"1503606,1508050,1508159,1503754,1505031,1505486,1500859,1504455,1501725"
"Sudoeste Paraense";"Valor (R$ mil)";66,1722222222222;9;1;"1503606,1508050,1508159,1503754,1505031,1505486,1500859,1504455,1501725"
"Metropolitana de Belém";"%";65,6090909090909;9;1;"1502400,1501303,1500800,1501501,1507003,1506500,1506351,1504422,1501402"
"Metropolitana de Belém";"% ";52,065;9;1;"1502400,1501303,1500800,1501501,1507003,1506500,1506351,1504422,1501402"
"Metropolitana de Belém";"% da população emdomicílios";73,5488888888889;9;1;"1502400,1501303,1500800,1501501,1507003,1506500,1506351,1504422,1501402"
"Metropolitana de Belém";"% da população emdomicílios ";48,1633333333333;9;1;"1502400,1501303,1500800,1501501,1507003,1506500,1506351,1504422,1501402"
"Metropolitana de Belém";"0 a 1 ";48,5311111111111;9;1;"1502400,1501303,1500800,1501501,1507003,1506500,1506351,1504422,1501402"
"Metropolitana de Belém";"Mortes/1.000 habitantes ";60,2933333333333;9;1;"1502400,1501303,1500800,1501501,1507003,1506500,1506351,1504422,1501402"
"Metropolitana de Belém";"Valor (R$ mil)";68,9333333333333;9;1;"1502400,1501303,1500800,1501501,1507003,1506500,1506351,1504422,1501402"
"Nordeste Paraense";"%";50,5327272727273;3;2;"1501709,1507607,1506609"
"Nordeste Paraense";"% ";30,3433333333333;3;2;"1501709,1507607,1506609"
"Nordeste Paraense";"% da população emdomicílios";51,56;3;2;"1501709,1507607,1506609"
"Nordeste Paraense";"% da população emdomicílios ";27;3;2;"1501709,1507607,1506609"
"Nordeste Paraense";"0 a 1 ";39,1122222222222;3;2;"1501709,1507607,1506609"
"Nordeste Paraense";"Mortes/1.000 habitantes ";54,9133333333333;3;2;"1501709,1507607,1506609"
"Nordeste Paraense";"Valor (R$ mil)";58,5733333333333;3;2;"1501709,1507607,1506609"
"Sudeste Paraense";"%";40,1015151515152;3;2;"1506583,1507508,1505635"
"Sudeste Paraense";"% ";29,7816666666667;3;2;"1506583,1507508,1505635"
"Sudeste Paraense";"% da população emdomicílios";45,6433333333333;3;2;"1506583,1507508,1505635"
"Sudeste Paraense";"% da população emdomicílios ";30,5016666666667;3;2;"1506583,1507508,1505635"
"Sudeste Paraense";"0 a 1 ";49,8155555555556;3;2;"1506583,1507508,1505635"
"Sudeste Paraense";"Mortes/1.000 habitantes ";56,69;3;2;"1506583,1507508,1505635"
"Sudeste Paraense";"Valor (R$ mil)";56,25;3;2;"1506583,1507508,1505635"
"Marajó";"%";43,8460606060606;3;2;"1504901,1506302,1504505"
"Marajó";"% ";53,715;3;2;"1504901,1506302,1504505"
"Marajó";"% da população emdomicílios";40,02;3;2;"1504901,1506302,1504505"
"Marajó";"% da população emdomicílios ";23,0266666666667;3;2;"1504901,1506302,1504505"
"Marajó";"0 a 1 ";43,6666666666667;3;2;"1504901,1506302,1504505"
"Marajó";"Mortes/1.000 habitantes ";57,8766666666667;3;2;"1504901,1506302,1504505"
"Marajó";"Valor (R$ mil)";48,0733333333333;3;2;"1504901,1506302,1504505"
"Baixo Amazonas";"%";45,459696969697;3;2;"1507979,1501451,1505106"
"Baixo Amazonas";"% ";56,1366666666667;3;2;"1507979,1501451,1505106"
"Baixo Amazonas";"% da população emdomicílios";50,14;3;2;"1507979,1501451,1505106"
"Baixo Amazonas";"% da população emdomicílios ";20,8366666666667;3;2;"1507979,1501451,1505106"
"Baixo Amazonas";"0 a 1 ";34,8144444444444;3;2;"1507979,1501451,1505106"
"Baixo Amazonas";"Mortes/1.000 habitantes ";55,8666666666667;3;2;"1507979,1501451,1505106"
"Baixo Amazonas";"Valor (R$ mil)";54,7966666666667;3;2;"1507979,1501451,1505106"
"Sudoeste Paraense";"%";37,7251515151515;3;2;"1500859,1501725,1501006"
"Sudoeste Paraense";"% ";51,395;3;2;"1500859,1501725,1501006"
"Sudoeste Paraense";"% da população emdomicílios";38,44;3;2;"1500859,1501725,1501006"
"Sudoeste Paraense";"% da população emdomicílios ";23,4983333333333;3;2;"1500859,1501725,1501006"
"Sudoeste Paraense";"0 a 1 ";36,8522222222222;3;2;"1500859,1501725,1501006"
"Sudoeste Paraense";"Mortes/1.000 habitantes ";58,29;3;2;"1500859,1501725,1501006"
"Sudoeste Paraense";"Valor (R$ mil)";49,77;3;2;"1500859,1501725,1501006"
"Metropolitana de Belém";"%";63,1439393939394;3;2;"1501501,1501402,1503408"
"Metropolitana de Belém";"% ";49,9466666666667;3;2;"1501501,1501402,1503408"
"Metropolitana de Belém";"% da população emdomicílios";81,9333333333333;3;2;"1501501,1501402,1503408"
"Metropolitana de Belém";"% da população emdomicílios ";48,5616666666667;3;2;"1501501,1501402,1503408"
"Metropolitana de Belém";"0 a 1 ";46,4444444444444;3;2;"1501501,1501402,1503408"
"Metropolitana de Belém";"Mortes/1.000 habitantes ";59,6766666666667;3;2;"1501501,1501402,1503408"
"Metropolitana de Belém";"Valor (R$ mil)";68,9133333333333;3;2;"1501501,1501402,1503408"
"Nordeste Paraense";"%";48,1678181818182;5;2;"1500958,1505601,1502905,1507466,1501709"
"Nordeste Paraense";"% ";40,881;5;2;"1500958,1505601,1502905,1507466,1501709"
"Nordeste Paraense";"% da população emdomicílios";55,34;5;2;"1500958,1505601,1502905,1507466,1501709"
"Nordeste Paraense";"% da população emdomicílios ";33,541;5;2;"1500958,1505601,1502905,1507466,1501709"
"Nordeste Paraense";"0 a 1 ";41,712;5;2;"1500958,1505601,1502905,1507466,1501709"
"Nordeste Paraense";"Mortes/1.000 habitantes ";55,454;5;2;"1500958,1505601,1502905,1507466,1501709"
"Nordeste Paraense";"Valor (R$ mil)";48,164;5;2;"1500958,1505601,1502905,1507466,1501709"
"Sudeste Paraense";"%";51,6472727272727;5;2;"1508100,1503044,1507151,1506708,1506187"
"Sudeste Paraense";"% ";35,384;5;2;"1508100,1503044,1507151,1506708,1506187"
"Sudeste Paraense";"% da população emdomicílios";61,17;5;2;"1508100,1503044,1507151,1506708,1506187"
"Sudeste Paraense";"% da população emdomicílios ";36,355;5;2;"1508100,1503044,1507151,1506708,1506187"
"Sudeste Paraense";"0 a 1 ";44,866;5;2;"1508100,1503044,1507151,1506708,1506187"
"Sudeste Paraense";"Mortes/1.000 habitantes ";57,488;5;2;"1508100,1503044,1507151,1506708,1506187"
"Sudeste Paraense";"Valor (R$ mil)";66,874;5;2;"1508100,1503044,1507151,1506708,1506187"
"Marajó";"%";36,9547272727273;5;2;"1502509,1505700,1502004,1501808,1502806"
"Marajó";"% ";49,355;5;2;"1502509,1505700,1502004,1501808,1502806"
"Marajó";"% da população emdomicílios";44,364;5;2;"1502509,1505700,1502004,1501808,1502806"
"Marajó";"% da população emdomicílios ";12,217;5;2;"1502509,1505700,1502004,1501808,1502806"
"Marajó";"0 a 1 ";40,0673333333333;5;2;"1502509,1505700,1502004,1501808,1502806"
"Marajó";"Mortes/1.000 habitantes ";56,932;5;2;"1502509,1505700,1502004,1501808,1502806"
"Marajó";"Valor (R$ mil)";45,772;5;2;"1502509,1505700,1502004,1501808,1502806"
"Baixo Amazonas";"%";46,3369090909091;5;2;"1502855,1505106,1506807,1506005,1500503"
"Baixo Amazonas";"% ";56,278;5;2;"1502855,1505106,1506807,1506005,1500503"
"Baixo Amazonas";"% da população emdomicílios";42,454;5;2;"1502855,1505106,1506807,1506005,1500503"
"Baixo Amazonas";"% da população emdomicílios ";20,059;5;2;"1502855,1505106,1506807,1506005,1500503"
"Baixo Amazonas";"0 a 1 ";31,6006666666667;5;2;"1502855,1505106,1506807,1506005,1500503"
"Baixo Amazonas";"Mortes/1.000 habitantes ";58,85;5;2;"1502855,1505106,1506807,1506005,1500503"
"Baixo Amazonas";"Valor (R$ mil)";57,276;5;2;"1502855,1505106,1506807,1506005,1500503"
"Sudoeste Paraense";"%";44,5027272727273;5;2;"1501725,1500859,1505031,1504455,1508357"
"Sudoeste Paraense";"% ";49,453;5;2;"1501725,1500859,1505031,1504455,1508357"
"Sudoeste Paraense";"% da população emdomicílios";44,968;5;2;"1501725,1500859,1505031,1504455,1508357"
"Sudoeste Paraense";"% da população emdomicílios ";32,283;5;2;"1501725,1500859,1505031,1504455,1508357"
"Sudoeste Paraense";"0 a 1 ";36,6;5;2;"1501725,1500859,1505031,1504455,1508357"
"Sudoeste Paraense";"Mortes/1.000 habitantes ";61,59;5;2;"1501725,1500859,1505031,1504455,1508357"
"Sudoeste Paraense";"Valor (R$ mil)";65,744;5;2;"1501725,1500859,1505031,1504455,1508357"
"Metropolitana de Belém";"%";69,408;5;2;"1501402,1504422,1501303,1500800,1502400"
"Metropolitana de Belém";"% ";52,612;5;2;"1501402,1504422,1501303,1500800,1502400"
"Metropolitana de Belém";"% da população emdomicílios";83,312;5;2;"1501402,1504422,1501303,1500800,1502400"
"Metropolitana de Belém";"% da população emdomicílios ";49,356;5;2;"1501402,1504422,1501303,1500800,1502400"
"Metropolitana de Belém";"0 a 1 ";47,0446666666667;5;2;"1501402,1504422,1501303,1500800,1502400"
"Metropolitana de Belém";"Mortes/1.000 habitantes ";62,112;5;2;"1501402,1504422,1501303,1500800,1502400"
"Metropolitana de Belém";"Valor (R$ mil)";74,518;5;2;"1501402,1504422,1501303,1500800,1502400"
"Nordeste Paraense";"%";45,8575324675325;7;2;"1506906,1504059,1502905,1507102,1504307,1508035,1505205"
"Nordeste Paraense";"% ";42,2471428571429;7;2;"1506906,1504059,1502905,1507102,1504307,1508035,1505205"
"Nordeste Paraense";"% da população emdomicílios";52,6914285714286;7;2;"1506906,1504059,1502905,1507102,1504307,1508035,1505205"
"Nordeste Paraense";"% da população emdomicílios ";29,7992857142857;7;2;"1506906,1504059,1502905,1507102,1504307,1508035,1505205"
"Nordeste Paraense";"0 a 1 ";41,73;7;2;"1506906,1504059,1502905,1507102,1504307,1508035,1505205"
